index,category,test_no,command_kor,connected_devices,options,gt1,gt2,gt3,command_eng
42,2,272,낙상 감지 센서에서 낙상이 감지된 상태이면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#FallDetector).fallDetection_fall == \""fall\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#FallDetector).fallDetection_fall == \""fall\"") {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#FallDetector).fallDetection_fall == 'fall') {\n    (#Alarm).alarm_siren()\n}""}",Sound the alarm's siren if a fall is detected by the fall detection sensor.
164,9,453,"낙상 감지 센서에서 낙상이 감지된 상태이면, 내 주변사람들에게 제목은 ""낙상 감지"", 내용은 ""제가 넘어졌습니다. 도와주세요""로 메일을 보내줘.",,"[
  {
  ""name"": ""me"",
  ""contact"": ""010-1234-5678"",
  ""email"": ""abcd1234@test.com"",
  ""birthday"": ""1991-03-03""
  },
  {
  ""name"": ""홍길동"",
  ""contact"": ""010-9999-8888"",
  ""email"": ""honggd@test.com"",
  ""birthday"": ""1988-07-15"",
  ""alternate_contact"": ""010-8888-7777""
  },
  {
  ""name"": ""김무개"",
  ""contact"": ""010-7777-6666"",
  ""email"": ""kim@example.com"",
  ""birthday"": ""1990-11-25""
  },
  {
  ""name"": ""장보고"",
  ""contact"": ""010-2222-3333"",
  ""email"": ""jangbogo@naver.com"",
  ""birthday"": ""1985-05-10"",
  ""alternate_contact"": ""010-4444-5555""
  }
 ]","{""name"": ""AlertEmail"", ""cron"": """", ""period"": -1, ""code"": ""if((#FallSensor).fallDetection_fall == ""fall"")
(#EmailProvider).emailProvider_sendMailWithFile(""honggd@test.com"", ""낙상 감지"", ""제가 넘어졌습니다. 도와주세요."")
(#EmailProvider).emailProvider_sendMailWithFile(""kim@example.com"", ""낙상 감지"", ""제가 넘어졌습니다. 도와주세요."")
(#EmailProvider).emailProvider_sendMailWithFile(""jangbogo@naver.com"", ""낙상 감지"", ""제가 넘어졌습니다. 도와주세요."")}""","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""
if ((#FallDetector).fallDetection_fall == \""fall\"") {\n (#EmailProvider).emailProvider_sendMail(\""honggd@test.com\"", \""낙상 감지\"", \""제가 넘어졌습니다. 도와주세요\"")\n (#EmailProvider).emailProvider_sendMail(\""kim@example.com\"", \""낙상 감지\"", \""제가 넘어졌습니다. 도와주세요\"")\n (#EmailProvider).emailProvider_sendMail(\""jangbogo@naver.com\"", \""낙상 감지\"", \""제가 넘어졌습니다. 도와주세요\"")\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#FallDetector).fallDetection_fall == 'fall') {\n    (#EmailProvider).emailProvider_sendMail('010-1234-5678','낙상 감지','제가 넘어졌습니다. 도와주세요')\n    (#EmailProvider).emailProvider_sendMail('010-9999-8888','낙상 감지','제가 넘어졌습니다. 도와주세요')\n    (#EmailProvider).emailProvider_sendMail('010-7777-6666','낙상 감지','제가 넘어졌습니다. 도와주세요')\n    (#EmailProvider).emailProvider_sendMail('010-2222-3333','낙상 감지','제가 넘어졌습니다. 도와주세요')\n}""}","If a fall is detected by the fall detection sensor, send an email to my contacts with the subject ""Fall Detected"" and the message ""I have fallen. Please help me."""
37,1,236,녹음기로 10초 동안 녹음해서 test.wav로 저장해줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Recorder).audioRecord_record(\""test.wav\"",10)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Recorder).audioRecord_record(\""test.wav\"",10.0)""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""(#Recorder).audioRecord_record('test.wav', 10)""}",Record 10 seconds with a recorder and save it as test.wav.
27,2,149,누수가 감지되면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until ((#LeakSensor).leakSensor_leakage == \""detected\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until ((#LeakSensor).leakSensor_leakage == \""detected\"")\n(#Alarm).alarm_siren()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""wait until((#LeakSensor).leakSensor_leakage == 'detected')\n(#Alarm).alarm_siren()""}",Sound the alarm's siren if a leak is detected.
162,9,451,"매년 내 생일이 되면 아침 9시에 ""생일 축하합니다""라고 말해줘.",,"[
  {
  ""name"": ""me"",
  ""contact"": ""010-1234-5678"",
  ""email"": ""abcd1234@test.com"",
  ""birthday"": ""1991-03-03""
  },
  {
  ""name"": ""홍길동"",
  ""contact"": ""010-9999-8888"",
  ""email"": ""honggd@test.com"",
  ""birthday"": ""1988-07-15"",
  ""alternate_contact"": ""010-8888-7777""
  },
  {
  ""name"": ""김무개"",
  ""contact"": ""010-7777-6666"",
  ""email"": ""kim@example.com"",
  ""birthday"": ""1990-11-25""
  },
  {
  ""name"": ""장보고"",
  ""contact"": ""010-2222-3333"",
  ""email"": ""jangbogo@naver.com"",
  ""birthday"": ""1985-05-10"",
  ""alternate_contact"": ""010-4444-5555""
  }
 ]","{""name"": ""BirthdayGreeting"",
  ""cron"": ""0 9 3 3 *"",
  ""period"": 0,
  ""code"": ""(#Speaker).mediaPlayback_speak(\""생일 축하합니다\"")""
}","{""name"": ""BirthdayWish"", ""cron"": ""0 9 3 3 *"", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""생일 축하합니다\"")""}","{'name': 'BirthdaySong', 'cron': '0 9 3 3 *', 'period': 0, 'code': ""(#Speaker).mediaPlayback_speak('생일 축하합니다')""}","Every year on my birthday at 9 AM, say ""생일 축하합니다""."
112,7,369,"실시간으로 확인하여 움직임이 감지될 때마다 조명을 켜고, 선풍기 속도를 10 높여 줘.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""motion = (#MotionSensor).motionSensor_motion\nif (motion == \""active\"") {\n  (#Light).switch_on()\n  current_speed = (#Fan).fanControl_fanSpeed\n  new_speed = current_speed + 10\n  (#Fan).fanControl_setFanSpeed(new_speed)\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
 triggered := false
 if ((#MotionSensor).motionSensor_motion == \""active\"") {
 if (triggered == false) {
 (#Light).switch_on()
 currentSpeed = (#Fan).fanControl_fanSpeed
 newSpeed = currentSpeed + 10
 (#Fan).fanControl_setFanSpeed(newSpeed)
 triggered = true
 }
 } else {
 triggered = false
 }
 ""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""triggered := false\nif ((#MotionSensor).motionSensor_motion == 'active') {\n    if (triggered == false) {\n        (#Light).switch_on()\n        fan_speed = (#Fan).fanControl_fanSpeed\n        fan_speed = fan_speed + 10\n        (#Fan).fanControl_setFanSpeed(fan_speed)\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}",Check in real-time to turn on lights and increase fan speed by 10 whenever motion is detected.
150,7,439,실시간으로 확인하여 재실 센서가 감지 상태일 때마다 10초 대기 후 조명의 밝기를 현재 밝기로 맞춰줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
 triggered := false
 if ((#PresenceSensor).presenceSensor_presence == \""present\"") {
   if (triggered == false) {
     currentBrightness = (#Light).switchLevel_level
     (#Clock).clock_delay(10000)
     (#Light).switchLevel_setLevel(currentBrightness, 1)
     triggered = true
   }
 } else {
 triggered = false
 }
 ""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
 triggered := false
 if ((#PresenceSensor).presenceSensor_presence == \""present\"") {
   if (triggered == false) {
     currentBrightness = (#Light).switchLevel_level
     (#Clock).clock_delay(10000)
     (#Light).switchLevel_setLevel(currentBrightness, 1)
     triggered = true
   }
 } else {
 triggered = false
 }
 ""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""triggered := false\nif ((#PresenceSensor).presenceSensor_presence == 'present') {\n    if (triggered == false) {\n        (#Clock).clock_delay(10000)\n        current_level = (#Light).switchLevel_level\n        (#Light).switchLevel_setLevel(current_level, 0)\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}",Check in real-time to adjust lights to their current brightness after a 10-second wait whenever an occupancy sensor is detected.
115,6,373,매일 아침 8시에 스피커가 꺼져 있으면 스피커를 켜고 ‘오늘 날씨입니다’라고 말해 줘. 이후 조명이 꺼져 있으면 켜고 블라인드를 열어 줘.,,,"{""name"": ""Scenario1"", ""cron"": ""0 8 * * *"", ""period"": 0, ""code"": ""if ((#Speaker).switch_switch == \""off\"") {\n  (#Speaker).switch_on()\n  (#Speaker).mediaPlayback_speak(\""오늘 날씨입니다\"")\n  if ((#Light).switch_switch == \""off\"") {\n    (#Light).switch_on()\n    (#Blind).blind_open()\n  }\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 8 * * *"", ""period"": -1, ""code"": ""if ((#Speaker).switch_switch == \""off\"") {\n (#Speaker).switch_on()\n (#Speaker).mediaPlayback_speak(\""오늘 날씨입니다\"")\n if ((#Light).switch_switch == \""off\"") {\n (#Light).switch_on()\n (#Blind).blind_open()\n }\n}""}","{'name': 'DailyMorningWeatherAnnouncement', 'cron': '0 8 * * *', 'period': 0, 'code': ""if ((#Speaker).switch_switch == 'off') {\n    (#Speaker).switch_on()\n    (#Speaker).mediaPlayback_speak('오늘 날씨입니다')\n}\nif ((#Light).switch_switch == 'off') {\n    (#Light).switch_on()\n}\n(#Blind).blind_open()""}","Every morning at 8am, if the speaker is off, turn it on and announce 'This is the weather today' via the speaker. Then, if the lights are off, turn them on and open the blinds."
63,6,305,매일 아침 8시에 조명을 켜 줘.,,,"{""name"": ""Scenario1"", ""cron"": ""0 8 * * *"", ""period"": 0, ""code"": ""(#Light).switch_on()""}","{""name"": ""Scenario1"", ""cron"": ""0 8 * * *"", ""period"": 0, ""code"": ""(#Light).switch_on()""}","{'name': 'Scenario1', 'cron': '0 8 * * *', 'period': 0, 'code': '(#Light).switch_on()'}",Turn on the lights at 8am every morning.
109,5,364,매일 오전 7시에 관개 장치가 꺼져 있고 창문이 닫혀 있으면 관개 장치를 켜고 창문을 열어 줘. 이후 관개 장치가 켜지면 블라인드를 닫아 줘.,,,"{""name:""Scenario1"", ""cron"":""0 7 * * *"", ""period"":0, ""code"":""if ((#Irrigator).switch_switch == \""off\"" and (#Window).windowControl_window == \""closed\"") {\n  (#Irrigator).switch_on()\n  (#Window).windowControl_open()\n  wait until((#Irrigator).switch_switch == \""on\"")\n  (#Blind).blind_close()\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 7 * * *"", ""period"": -1, ""code"": ""if ((#Irrigator).switch_switch == \""off\"" and (#Window).windowControl_window == \""closed\"") {\n (#Irrigator).switch_on()\n (#Window).windowControl_open()\n wait until ((#Irrigator).switch_switch == \""on\"")\n (#Blind).blind_close()\n}""}","{'name': 'Scenario', 'cron': '0 7 * * *', 'period': 0, 'code': ""if (((#Irrigator).switch_switch == 'off') and ((#Window).windowControl_window == 'closed')) {\n    (#Irrigator).switch_on()\n    (#Window).windowControl_open()\n    wait until((#Irrigator).switch_switch == 'on')\n    (#Blind).blind_close()\n}""}","Every morning at 7 am, if the irrigation is off and the windows are closed, turn on the irrigation and open the windows. Then, when the irrigation turns on, close the blinds."
60,6,301,매일 오후 6시부터 7시 사이에 15초마다 커튼을 닫았다 열었다 해 줘.,,,"{""name"": ""Scenario1"", ""cron"": ""0 18 * * *"", ""period"": 15000, ""code"": ""
curtain_action := true\n
if ((#Clock).clock_hour == 18) {\n
  if (curtain_action == true) {\n
    (#Curtain).curtain_close()\n
    curtain_action = false\n
  } else {\n
    (#Curtain).curtain_open()\n
    curtain_action = true\n
  }\n
} else {\n
  break\n
}""}","Candidate #1: {""name"": ""Scenario1"", ""cron"": ""0 18 * * *"", ""period"": 15000, ""code"": ""curtainOpen := true
if (((#Clock).clock_hour >= 18) and ((#Clock).clock_hour < 19)) {
if (curtainOpen == true) {
(#Curtain).curtain_close()
curtainOpen = false
} else {
(#Curtain).curtain_open()
curtainOpen = true
}
} else {
break
}""}","{'name': 'Scenario1', 'cron': '0 18 * * *', 'period': 15000, 'code': ""
if ((#Clock).clock_hour == 19) {\n
    break\n
}\n
curtain_state = (#Curtain).curtain_curtain\n
if (curtain_state == 'open') {\n
    (#Curtain).curtain_close()\n
} else {\n
    (#Curtain).curtain_open()\n
}""}",Close and open the curtains every 15 seconds between 6pm and 7pm every day.
132,6,403,매일 자정 선풍기가 꺼져 있으면 선풍기를 꺼 줘. 또한 그 때마다 선풍기를 꺼 줘,,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": 0, ""code"": ""if ((#Fan).switch_switch == \""off\"") {\n  (#Fan).switch_off()\n  (#Fan).switch_off()\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": -1, ""code"": ""if ((#Fan).switch_switch == \""off\"") {\n (#Fan).switch_off()\n}""}","{'name': 'Scenario', 'cron': '0 0 * * *', 'period': 100, 'code': ""if ((#Fan).switch_switch == 'off') {\n    (#Fan).switch_off()\n}""}","Every night at midnight, turn off the fan if it is off. Also, turn off the fan again at that time"
69,6,311,매일 자정에 TV를 꺼 줘.,,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": 0, ""code"": ""(#Television).switch_off()""}","{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": 0, ""code"": ""(#Television).switch_off()""}","{'name': 'Scenario1', 'cron': '0 0 * * *', 'period': 0, 'code': '(#Television).switch_off()'}",Turn off the TV at midnight every night.
114,5,371,"매주 금요일 오후 6시에 조명이 켜져 있으면 밝기를 30으로 낮추고, TV가 꺼져 있으면 TV를 켜 줘. 선풍기가 꺼져 있으면 선풍기도 켜 줘.",,,"{""name"": ""Scenario1"", ""cron"": ""0 18 * * 5"", ""period"": 0, ""code"": ""
if ((#Light).switch_switch == \""on\"") {\n
  (#Light).switchLevel_setLevel(30, 0)\n
}\n
if ((#Television).switch_switch == \""off\"") {\n
  (#Television).switch_on()\n
}\n
if ((#Fan).switch_switch == \""off\"") {\n
  (#Fan).switch_on()\n
}""}","{""name"": ""Scenario1"", ""cron"": ""0 18 * * 5"", ""period"": 0, ""code"": ""
if ((#Light).switch_switch == \""on\"") {\n
 (#Light).switchLevel_setLevel(30 , 0)\n
}\n
if ((#Television).switch_switch == \""off\"") {\n
 (#Television).switch_on()\n
}\n
if ((#Fan).switch_switch == \""off\"") {\n
 (#Fan).switch_on()\n
}""}","{'name': 'Scenario', 'cron': '0 18 * * 5', 'period': 0, 'code': ""if ((#Light).switch_switch == 'on') {\n    (#Light).switchLevel_setLevel(30,0)\n}\nif ((#Television).switch_switch == 'off') {\n    (#Television).switch_on()\n}\nif ((#Fan).switch_switch == 'off') {\n    (#Fan).switch_on()\n}""}","Every Friday at 6pm, if the lights are on, turn them down to 30, and if the TV is off, turn it on. If the fan is off, turn it on."
117,7,376,"실시간으로 확인하여 토양 습도 센서 값이 연속으로 3회 15 이하를 기록하고 그 중 두 번째 값이 가장 낮았다면 관개 장치를 켜고 블라인드를 닫아 줘. 단, 3월은 제외하고.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""h1 := 100\nh2 := 100\nh3 := 100\n\nif ((#Clock).clock_month != 3) {\n  h1 = h2\n  h2 = h3\n  h3 = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\n\n  if ((h1 <= 15) and (h2 <= 15) and (h3 <= 15) and (h2 < h1) and (h2 < h3)) {\n    (#Irrigator).switch_on()\n    (#Blind).blind_close()\n  }\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
 count := 0
 lowest := 100.0
 secondLowest := 100.0
 triggered := false
 
 if ((#Clock).clock_month != 3) {
 humidity = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity
 if (humidity <= 15.0) {
 count = count + 1
 if (humidity < lowest) {
 secondLowest = lowest
 lowest = humidity
 } else if (humidity < secondLowest) {
 secondLowest = humidity
 }
 } else {
 count = 0
 lowest = 100.0
 secondLowest = 100.0
 }
 
 if (count >= 3 and secondLowest == lowest) {
 if (triggered == false) {
 (#Irrigator).irrigatorOperatingState_startWatering()
 (#Blind).blind_close()
 triggered = true
 }
 } else {
 triggered = false
 }
 }
 ""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': 'if ((#Clock).clock_month == 3) {\n    break\n}\nt1 := 0\nt2 := 0\nt3 := 0\nt1 = t2\nt2 = t3\nt3 = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\nif ((t1 <= 15) and (t2 <= 15) and (t3 <= 15) and (t2 < t1) and (t2 < t3)) {\n    (#Irrigator).switch_on()\n    (#Blind).blind_close()\n    break\n}'}","Check in real time, and if the soil moisture sensor value is below 15 three times in a row, and the second value is the lowest, turn on the irrigation device and close the blinds. However, this does not apply to March."
31,2,166,모션 센서가 활성 상태이면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#MotionSensor).motionSensor_motion == \""active\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#MotionSensor).motionSensor_motion == \""active\"") {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#MotionSensor).motionSensor_motion == 'active') {\n    (#Alarm).alarm_siren()\n}""}",Sound the alarm's siren if the motion sensor is active.
89,4,332,문이 닫혀 있는데 5초가 지나도 창문이 열려 있지 않으면 블라인드를 열어 줘.,,,"{""name"": ""Scenario9"", ""cron"": """", ""period"": -1, ""code"": ""if ((#DoorLock).doorControl_door == \""closed\"") {\n  (#Clock).clock_delay(5000)\n  if ((#Window).windowControl_window != \""open\"") {\n      (#Blind).blind_open()\n  }\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#DoorLock).doorControl_door == \""closed\"") {\n (#Clock).clock_delay(5000)\n if ((#Window).windowControl_window != \""open\"") {\n (#Blind).blind_open()\n }\n}""
 }""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""if ((#DoorLock).doorControl_door == 'closed') {\n    wait_time := 0\n    wait_time = wait_time + 100\n    if ((wait_time >= 5000) and ((#Window).windowControl_window != 'open')) {\n        (#Blind).blind_open()\n        break\n    }\n} else {\n    wait_time = 0\n}""}","If the door is closed and the window is not open after 5 seconds, open the blinds."
74,3,317,문이 닫혔다 열리면 사진을 5초 단위로 찍어줘.,,,"{""name"": ""Scenario"",""cron"": """",""period"": 5000,""code"": ""
phase := false\n
if (phase == false) {\n
    wait until((#DoorLock).doorControl_door == 'closed')\n
    wait until((#DoorLock).doorControl_door == 'open')\n
    phase = true\n
} else {\n
    (#Camera).camera_take()\n
}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""
if (triggered == false) {
  wait until ((#DoorLock).doorControl_door == ""closed"")
  wait until ((#DoorLock).doorControl_door == ""open"")
  (#Camera).camera_take()
  triggered = true
} else {
  if ((#DoorLock).doorControl_door == ""closed"") {
  triggered = false
}
}""}","{'name': 'Scenario', 'cron': '', 'period': 5000, 'code': ""phase := false\nif (phase == false) {\n    wait until((#DoorLock).doorControl_door == 'closed')\n    wait until((#DoorLock).doorControl_door == 'open')\n    phase = true\n} else {\n    (#Camera).camera_take()\n}""}",Begin taking a photo every 5 seconds once the door opens.
167,4,456,문이 열려 있고 10초 이상 그대로면 알림을 울려 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
doorPreviouslyOpen := 0
if ((#DoorLock).doorControl_door == \""open\"") {
doorPreviouslyOpen = doorPreviouslyOpen + 100
if (doorPreviouslyOpen >= 10000) {
(#Alarm).alarm_siren()
}
} else {
doorPreviouslyOpen = 0
}
""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
doorStatus = (#DoorLock).doorControl_door
if (doorStatus == ""open"") {
  doorOpenDuration = doorOpenDuration + 100
if (doorOpenDuration >= 10000) {
  (#Alarm).alarm_siren()
  doorOpenDuration = 0
}
} else {
  doorOpenDuration = 0
}""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""if ((#DoorLock).doorControl_door == 'open') {\n    init_time := 0\n    init_time = init_time + 100\n    if (init_time >= 10000) {\n        (#Alarm).alarm_siren()\n        break\n    }\n} else {\n    init_time := 0\n}""}","If the door remains open for more than 10 seconds, sound the alarm."
78,5,321,문이 열려 있고 알람이 꺼져 있으면 사이렌을 울리고 블라인드가 열려 있으면 닫아 줘. 에어컨이 꺼져 있고 온도가 30도 이상이면 냉방 모드로 설정하고 켜 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""
if (((#DoorLock).doorControl_door == \""open\"") and ((#Alarm).alarm_alarm == \""off\"")) {\n
  (#Siren).sirenMode_setSirenMode(\""siren\"")\n
  if ((#Blind).blind_blind == \""open\"") {\n
    (#Blind).blind_close()\n
  }\n
}\n
if (((#AirConditioner).switch_switch == \""off\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 30.0)) {\n
  (#AirConditioner).airConditionerMode_setAirConditionerMode(\""cool\"")\n
  (#AirConditioner).switch_on()\n
}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#DoorLock).doorControl_door == \""open\"" and (#Alarm).alarm_alarm == \""off\"") {\n
 (#Alarm).alarm_siren()\n
 if ((#Blind).blind_blind == \""open\"") {\n
 (#Blind).blind_close()\n
 }\n
}\n
if ((#AirConditioner).switch_switch == \""off\"" and (#TemperatureSensor).temperatureMeasurement_temperature >= 30.0) {\n
 (#AirConditioner).airConditionerMode_setAirConditionerMode(\""cool\"")\n
 (#AirConditioner).switch_on()
\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if (((#DoorLock).doorControl_door == 'open') and ((#Alarm).alarm_alarm == 'off')) {\n    (#Siren).sirenMode_setSirenMode('siren')\n}\nif ((#Blind).blind_blind == 'open') {\n    (#Blind).blind_close()\n}\nif (((#AirConditioner).switch_switch == 'off') and ((#TemperatureSensor).temperatureMeasurement_temperature >= 30)) {\n    (#AirConditioner).airConditionerMode_setAirConditionerMode('cool')\n    (#AirConditioner).switch_on()\n}""}","Sound the siren if the door is open and the alarm is turned off, and close the blinds if they are open. If the air conditioner is off and the temperature is above 30 degrees, set it to cool mode and turn it on."
157,3,446,문이 열렸다 닫히면 알림을 울려줘.,,,"{""name"": ""DoorClosedAlert"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#DoorLock).doorControl_door == \""open\"")\nwait until((#DoorLock).doorControl_door == \""closed\"")\n(#Alarm).alarm_siren()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""
wait until ((#DoorLock).doorControl_door == \""open\"")\n
wait until ((#DoorLock).doorControl_door == \""closed\"")\n
(#Alarm).alarm_siren()""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""wait until((#DoorLock).doorControl_door == 'open')\nwait until((#DoorLock).doorControl_door == 'closed')\n(#Alarm).alarm_siren()""}",Send an alert when the door opens and then closes.
39,3,262,바깥 습도가 80퍼센트 이상이면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_humidityWeather >= 80) {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_humidityWeather >= 80.0) {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_humidityWeather >= 80) {\n    (#Alarm).alarm_siren()\n}'}",Sound the alarm's siren if the humidity outside is above 80 percent.
40,3,264,바깥의 초미세먼지 농도가 50 이상이면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_pm25Weather >= 50) {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_pm25Weather >= 50) {\n (#Alarm).alarm_siren()\n}""
 }""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_pm25Weather >= 50) {\n    (#Alarm).alarm_siren()\n}'}",Sound the alarm's siren if the outside fine particulate matter concentration is above 50.
15,2,54,버튼4가 위로 스와이프되었으면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Buttonx4).buttonx4_button4 == \""swipe_up\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Buttonx4).buttonx4_button4 == \""swipe_up\"") {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#Buttonx4).buttonx4_button4 == 'swipe_up') {\n(#Alarm).alarm_siren()\n}""}",if button 4 is swiped up
101,7,344,실시간으로 확인해서 토양 습도가 25% 이하로 떨어질 때마다 급수기를 켜고 '급수 시작'이라고 스피커로 출력해줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""triggered := false\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0) {\n  if (triggered == false) {\n    (#Irrigator).switch_on()\n    (#Speaker).mediaPlayback_speak(\""Start watering\"")\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
 triggered := false
 if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0) {
 if (triggered == false) {
 (#Irrigator).irrigatorOperatingState_startWatering()
 (#Speaker).mediaPlayback_speak(\""급수 시작\"")
 triggered = true
 }
 } else {
 triggered = false
 }
 ""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""triggered := false\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25) {\n    if (triggered == false) {\n        (#Irrigator).switch_on()\n        (#Speaker).mediaPlayback_speak('급수 시작')\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}","Check in real-time and turn on the irrigator whenever the soil humidity drops below 25% and announce ""Start watering"" via the speaker."
